,TSPDT Rank,Title,Tier,Director,Year,RateCount,Genre,Country,Rating,0.5 Rating,1.0 Rating,1.5 Rating,2.0 Rating,2.5 Rating,3.0 Rating,3.5 Rating,4.0 Rating,4.5 Rating,5.0 Rating
207,N/A,Samurai Jack: The Premiere Movie,lowbrow,Genndy Tartakovsky,2001,2168,"['Fantasy', 'Science Fiction', 'Action', 'Animation', 'TV Movie']",USA,4.06019372693727,8,8,6,25,36,222,278,754,357,476
208,N/A,Room,lowbrow,Lenny Abrahamson,2015,212415,"['Drama', 'Thriller']",Canada,4.03862015394393,248,662,547,3133,4151,21270,29185,74716,35446,43057
209,N/A,Nausicaä of the Valley of the Wind,lowbrow,Hayao Miyazaki,1984,58616,"['Animation', 'Adventure', 'Fantasy']",Japan,4.04079091033165,49,110,133,691,1276,5476,9234,19906,10254,11487
210,N/A,Whisper of the Heart,lowbrow,Yoshifumi Kondou,1995,35303,"['Animation', 'Drama', 'Family']",Japan,4.04210690309605,22,68,86,416,790,3534,5867,11240,5676,7609
211,N/A,"Khrustalyov, My Car!",lowbrow,Aleksey German,1998,922,"['Comedy', 'Drama']",Russian Federation,4.07537960954447,2,12,5,27,29,79,103,215,194,256
212,N/A,Wild Tales,lowbrow,Damián Szifron,2014,44768,"['Drama', 'Comedy', 'Thriller']",Argentina,4.04082156897784,73,149,154,576,879,3542,7024,15861,8191,8324
213,N/A,Seconds,lowbrow,John Frankenheimer,1966,12394,"['Thriller', 'Science Fiction']",USA,4.03997902210747,12,25,34,118,233,988,1975,4367,2767,1875
214,N/A,"São Paulo, S.A.",lowbrow,Luiz Sérgio Person,1965,1138,['Drama'],Brazil,4.06195079086116,5,8,7,29,36,88,127,336,218,284
215,N/A,The Sword of Doom,lowbrow,Kihachi Okamoto,1966,5798,"['Drama', 'Action']",Japan,4.04104863746119,2,6,8,66,117,464,908,2076,1285,866
216,N/A,Angel's Egg,lowbrow,Mamoru Oshii,1985,11629,"['Animation', 'Drama', 'Science Fiction', 'Mystery', 'Fantasy']",Japan,4.04063118066902,27,51,56,209,340,1055,1732,3411,2078,2670
217,N/A,Equinox Flower,lowbrow,Yasujirō Ozu,1958,3055,"['Comedy', 'Drama']",Japan,4.04648117839607,2,2,5,22,44,225,507,1194,596,458
218,N/A,Hunt for the Wilderpeople,lowbrow,Taika Waititi,2016,94518,"['Adventure', 'Drama', 'Comedy']",New Zealand,4.03536892443767,79,187,188,858,1456,7528,15700,35994,17199,15329
219,N/A,"Night Is Short, Walk on Girl",lowbrow,Masaaki Yuasa,2017,12230,"['Animation', 'Comedy', 'Romance', 'Fantasy']",Japan,4.03900245298446,19,45,46,158,300,998,1848,4019,2631,2166
220,N/A,Cure,lowbrow,Kiyoshi Kurosawa,1997,13042,"['Horror', 'Mystery', 'Crime', 'Thriller']",Japan,4.03887440576599,16,28,39,196,280,1042,2032,4401,2787,2221
221,N/A,The Great Silence,lowbrow,Sergio Corbucci,1968,7946,"['Action', 'Western']",Italy,4.03882456581928,4,17,24,95,165,629,1251,2785,1701,1275
222,N/A,Knives Out,lowbrow,Rian Johnson,2019,420979,"['Mystery', 'Thriller', 'Comedy', 'Drama', 'Crime']",USA,4.0334019036579,479,1190,1016,5848,7659,38772,60451,152775,77518,75271
223,N/A,Hot Fuzz,lowbrow,Edgar Wright,2007,191320,"['Action', 'Crime', 'Comedy']",UK,4.03460171440518,261,861,622,3503,3908,19783,27402,61321,31271,42388
224,N/A,Children of Heaven,lowbrow,Majid Majidi,1997,8295,"['Drama', 'Family', 'Comedy']",Iran,4.03791440626884,14,32,28,97,162,702,1251,2977,1476,1556
225,N/A,City of Pirates,lowbrow,Raúl Ruiz,1983,1624,"['Fantasy', 'Horror', 'Drama']",France,4.05449507389163,2,7,13,41,66,144,192,441,306,413
226,N/A,American History X,lowbrow,Tony Kaye,1998,129239,['Drama'],USA,4.03299700554786,226,477,439,1827,2466,11196,18030,47134,24602,22843
227,N/A,Harry Potter and the Prisoner of Azkaban,lowbrow,Alfonso Cuarón,2004,252309,"['Adventure', 'Fantasy']",UK,4.03293580490589,386,1093,704,4224,4900,29619,34595,82246,34255,60287
228,N/A,Dead Man's Letters,lowbrow,Konstantin Lopushansky,1986,2295,"['Drama', 'Science Fiction']",Russian Federation,4.0442265795207,4,5,8,43,39,199,354,759,446,440
229,N/A,Hard Boiled,lowbrow,John Woo,1992,19536,"['Action', 'Crime', 'Thriller']",Hong Kong,4.03363022113022,16,44,60,245,454,1883,2994,6559,3460,3820
230,N/A,Mysteries of Lisbon,lowbrow,Raúl Ruiz,2010,1782,['Drama'],France,4.05246913580247,4,17,9,40,50,160,222,489,378,414
231,N/A,Innocence,lowbrow,Zeki Demirkubuz,1997,2738,['Drama'],Turkey,4.0463842220599,3,5,4,20,52,218,430,1044,497,465
232,N/A,Sanjuro,lowbrow,Akira Kurosawa,1962,15214,"['Action', 'Drama', 'Comedy']",Japan,4.03332456947548,4,10,15,85,160,1164,2606,6323,2763,2084
233,N/A,And Then We Danced,lowbrow,Levan Akin,2019,11793,"['Romance', 'Drama']",France,4.03201051471212,10,25,26,137,261,973,1960,4089,2282,2030
234,N/A,Early Spring,lowbrow,Yasujirō Ozu,1956,1937,['Drama'],Japan,4.04078471863707,0,3,9,11,34,146,304,773,351,306
235,N/A,My Friends,lowbrow,Mario Monicelli,1975,1526,['Comedy'],Italy,4.05111402359109,7,4,4,25,32,120,214,536,269,315
236,N/A,The Bad Sleep Well,lowbrow,Akira Kurosawa,1960,6292,"['Crime', 'Drama', 'Thriller']",Japan,4.03099173553719,2,8,10,58,104,486,1001,2437,1353,833
237,N/A,Indiana Jones and the Last Crusade,lowbrow,Steven Spielberg,1989,142093,"['Adventure', 'Action']",USA,4.02609910410787,165,391,318,2155,2834,15888,20486,47715,22400,29742
238,N/A,Tokyo Godfathers,lowbrow,Satoshi Kon,2003,20880,"['Animation', 'Drama']",Japan,4.02880747126437,14,28,45,206,348,1726,3626,7695,3744,3448
239,N/A,Nightcrawler,lowbrow,Dan Gilroy,2014,268878,"['Crime', 'Thriller', 'Drama']",USA,4.02516010978957,222,823,544,3661,4028,24405,37431,104454,50909,42401
240,N/A,Toy Story 3,lowbrow,Lee Unkrich,2010,243107,"['Family', 'Comedy', 'Animation']",USA,4.02299193359303,359,1183,889,5533,6065,30610,29656,72399,36388,60025
241,N/A,Jojo Rabbit,lowbrow,Taika Waititi,2019,316179,"['Comedy', 'Drama', 'War']",Czechia,4.02291897943886,894,1729,1597,6030,8032,28652,44397,103189,54291,67368
242,N/A,Black Swan,lowbrow,Darren Aronofsky,2010,268527,"['Drama', 'Thriller', 'Horror']",USA,4.0232323006625,590,1579,980,6140,5600,29943,32491,88586,40518,62100
243,N/A,Adaptation.,lowbrow,Spike Jonze,2002,75636,"['Crime', 'Drama', 'Comedy']",USA,4.02347427151092,174,405,320,1528,1713,6896,10337,24490,15367,14406
244,N/A,Threads,lowbrow,Mick Jackson,1984,6003,"['Drama', 'War']",UK,4.02756954855905,5,13,19,77,125,559,886,2163,1106,1052
245,N/A,Wolf Children,lowbrow,Mamoru Hosoda,2012,26549,"['Drama', 'Fantasy', 'Animation', 'Family']",Japan,4.02403103695054,59,87,124,444,637,2438,4076,8632,4664,5391
246,N/A,The Fabulous Baron Munchausen,lowbrow,Karel Zeman,1962,2603,"['Fantasy', 'Adventure']",Czechoslovakia,4.03227045716481,2,2,4,29,46,236,447,911,465,461
247,N/A,Sound of the Mountain,lowbrow,Mikio Naruse,1954,1258,['Drama'],Japan,4.04968203497615,0,1,1,16,23,106,192,453,269,198
248,N/A,Certified Copy,lowbrow,Abbas Kiarostami,2010,19014,"['Romance', 'Drama']",Belgium,4.02148416955927,42,79,92,387,509,1717,2582,6025,4026,3555
249,N/A,Ballad of a Soldier,lowbrow,Grigoriy Chukhray,1959,2520,"['Romance', 'War', 'Drama']",USSR,4.02837301587302,2,9,5,24,48,228,428,848,496,432
250,N/A,"His Motorbike, Her Island",lowbrow,Nobuhiko Ōbayashi,1986,833,"['Drama', 'Romance']",Japan,4.04741896758704,2,4,1,11,19,79,122,257,173,165
251,N/A,Nine Queens,lowbrow,Fabián Bielinsky,2000,9091,['Crime'],Argentina,4.02282477175228,3,17,13,73,150,800,1680,3340,1395,1619
252,N/A,Dreams,lowbrow,Akira Kurosawa,1990,12544,"['Fantasy', 'Drama']",USA,4.01953125,15,47,36,203,328,1237,2006,3957,2097,2618
253,N/A,Pride & Prejudice,lowbrow,Joe Wright,2005,94129,"['Drama', 'Romance']",France,4.01878804619193,232,588,450,2386,2758,11426,13004,25701,10555,27029
254,N/A,The Return,lowbrow,Andrey Zvyagintsev,2003,9228,['Drama'],Russian Federation,4.02096879063719,8,40,32,127,198,765,1436,3224,1885,1513
255,N/A,From What Is Before,lowbrow,Lav Diaz,2014,1038,['Drama'],Philippines,4.04238921001927,2,8,7,19,23,94,153,287,219,226
256,N/A,Insiang,lowbrow,Lino Brocka,1976,2012,['Drama'],Philippines,4.02982107355865,1,7,3,23,33,149,369,725,362,340
257,N/A,The Ox-Bow Incident,lowbrow,William A. Wellman,1942,5685,"['Drama', 'Western']",USA,4.0197889182058,5,9,16,48,100,496,946,2069,1178,819
258,N/A,Celine,lowbrow,Jean-Claude Brisseau,1992,912,['Drama'],France,4.04550438596491,4,7,5,20,24,89,138,218,168,239
259,N/A,Mind Game,lowbrow,Masaaki Yuasa,2004,6725,"['Adventure', 'Animation', 'Mystery']",Japan,4.01933085501859,16,43,45,120,198,594,1040,1913,1355,1401
260,N/A,The Intouchables,lowbrow,Éric Toledano,2011,97788,"['Comedy', 'Drama']",France,4.01229189675625,200,434,452,1702,2394,9773,14278,32274,16080,20201
261,N/A,Death by Hanging,lowbrow,Nagisa Ōshima,1968,3283,"['Comedy', 'Drama', 'Crime']",Japan,4.01934206518428,3,7,12,58,91,300,465,1104,666,577
262,N/A,Mustang,lowbrow,Deniz Gamze Ergüven,2015,29958,['Drama'],Qatar,4.01376927698778,158,190,174,479,663,2287,4499,10343,5441,5727
263,N/A,Being John Malkovich,lowbrow,Spike Jonze,1999,115596,"['Drama', 'Fantasy', 'Comedy']",USA,4.01190352607357,256,573,416,2048,2349,10530,16602,40125,22431,20266
264,N/A,Gone Girl,lowbrow,David Fincher,2014,370554,"['Drama', 'Thriller', 'Mystery']",USA,4.01174592636971,640,1896,1130,8053,7097,42397,44674,128653,58846,77168
265,N/A,An Inn at Osaka,lowbrow,Heinosuke Gosho,1954,321,['Drama'],Japan,4.10436137071651,0,0,0,4,7,22,51,100,75,62
266,N/A,Matewan,lowbrow,John Sayles,1987,2518,['Drama'],USA,4.02204130262113,2,9,9,30,59,209,413,871,480,436
267,N/A,The Hero,lowbrow,Satyajit Ray,1966,1400,['Drama'],India,4.02642857142857,2,2,4,28,38,105,206,496,286,234
268,N/A,"It's Not Me, I Swear!",lowbrow,Philippe Falardeau,2008,1238,"['Drama', 'Comedy']",Canada,3.72132471728594,2,3,3,15,28,119,178,338,207,247
269,N/A,Uncut Gems,lowbrow,Josh Safdie,2019,302674,"['Drama', 'Crime', 'Thriller']",USA,4.00600811434084,1186,2801,1679,7270,6835,25766,36762,99509,66713,54153
270,N/A,Kizumonogatari Part 3: Reiketsu,lowbrow,Akiyuki Shinbo,2017,2647,"['Animation', 'Mystery', 'Fantasy']",Japan,4.02210049112202,15,18,17,58,78,215,342,798,559,547
271,N/A,I Am a Fugitive from a Chain Gang,lowbrow,Mervyn LeRoy,1932,3414,"['Drama', 'Crime']",USA,4.02592267135325,3,4,4,41,72,254,601,1250,659,528
272,N/A,Oasis,lowbrow,Lee Chang-dong,2002,5258,"['Romance', 'Drama']",South Korea,4.01007987828072,27,26,35,90,150,415,751,1686,1139,939
273,N/A,Pride,lowbrow,Matthew Warchus,2014,28247,"['Comedy', 'Drama']",UK,4.00991255708571,41,52,89,397,650,2982,4623,9411,4275,5727
274,N/A,Dial M for Murder,lowbrow,Alfred Hitchcock,1954,38377,"['Thriller', 'Crime']",USA,4.00588894389869,23,41,51,308,582,3316,6470,15325,7328,4933
275,N/A,Lone Wolf and Cub: Baby Cart at the River Styx,lowbrow,Kenji Misumi,1972,4273,"['Drama', 'Action']",Japan,4.00982915984086,0,2,7,24,56,346,756,1778,765,539
276,N/A,Landscape Suicide,lowbrow,James Benning,1987,1242,"['Drama', 'Crime']",USA,4.02415458937198,5,9,9,26,34,107,166,380,232,274
277,N/A,Maborosi,lowbrow,Hirokazu Kore-eda,1995,4728,['Drama'],Japan,4.01290186125212,1,12,12,70,90,471,793,1605,822,854
278,N/A,True Stories,lowbrow,David Byrne,1986,9058,"['Music', 'Comedy']",USA,4.00474718480901,6,31,44,158,245,908,1420,2940,1475,1831
279,N/A,Summerland,lowbrow,Jessica Swale,2020,3805,"['War', 'Drama']",UK,4.00827858081472,2,2,12,74,129,453,612,1094,524,905
280,N/A,Moving,lowbrow,Shinji Sômai,1993,614,['Drama'],Japan,4.05130293159609,0,5,3,10,12,51,78,212,122,121
281,N/A,In Bruges,lowbrow,Martin McDonagh,2008,119766,"['Crime', 'Drama', 'Comedy']",UK,4.00056777382563,198,526,420,2081,2404,10805,18259,42641,22681,19751
282,N/A,Burning,lowbrow,Lee Chang-dong,2018,84408,"['Mystery', 'Thriller', 'Drama']",South Korea,3.99982821533504,158,443,428,1809,2337,7299,11750,27960,17978,14246
283,N/A,Pain and Glory,lowbrow,Pedro Almodóvar,2019,63751,['Drama'],Spain,3.99947451804678,67,151,171,796,1297,5432,10226,24333,12228,9050
284,N/A,Ex Machina,lowbrow,Alex Garland,2014,294034,"['Drama', 'Science Fiction']",UK,3.99831141976778,343,1162,841,5448,5480,31114,40216,107943,49723,51765
285,N/A,The Wolf of Wall Street,lowbrow,Martin Scorsese,2013,398835,"['Comedy', 'Drama', 'Crime']",USA,3.99887046021538,1033,2981,1576,9855,8168,46986,47072,131462,62340,87362
286,N/A,God's Comedy,lowbrow,João César Monteiro,1995,701,"['Comedy', 'Drama']",Portugal,4.04707560627675,2,6,3,14,21,56,88,210,162,140
287,N/A,Shoeshine,lowbrow,Vittorio De Sica,1946,2928,['Drama'],Italy,4.00751366120219,2,4,10,19,52,267,506,1057,618,393
288,N/A,Fox and His Friends,lowbrow,Rainer Werner Fassbinder,1975,5048,"['Drama', 'Romance']",Germany,4.00287242472266,14,13,15,72,113,412,841,1803,958,807
289,N/A,Filme Demencia,lowbrow,Carlos Reichenbach,1986,562,"['Fantasy', 'Drama']",Brazil,4.03825622775801,2,4,11,19,29,43,53,123,118,160
290,N/A,The Browning Version,lowbrow,Anthony Asquith,1951,1321,['Drama'],UK,3.76154428463285,0,0,3,17,22,117,201,424,250,200
291,N/A,Secret Sunshine,lowbrow,Lee Chang-dong,2007,7550,['Drama'],South Korea,3.99960264900662,10,20,32,105,193,696,1211,2491,1638,1154
292,N/A,Shaun of the Dead,lowbrow,Edgar Wright,2004,213443,"['Comedy', 'Horror']",UK,3.99533364879617,345,1002,726,3760,4538,23038,32056,73279,32557,42143
293,N/A,Drive,lowbrow,Nicolas Winding Refn,2011,289861,"['Thriller', 'Drama', 'Crime']",USA,3.99332611148102,722,2163,1363,7402,6971,32290,37091,92691,45166,64002
294,N/A,A Prophet,lowbrow,Jacques Audiard,2009,17078,"['Crime', 'Drama']",France,3.9962524885818,24,44,49,222,337,1494,2841,6189,3479,2399
295,N/A,Little Miss Sunshine,lowbrow,Jonathan Dayton,2006,175968,"['Drama', 'Comedy']",USA,3.99410404164394,241,701,557,3086,3635,19588,26551,61724,24201,35685
296,N/A,"That Day, on the Beach",lowbrow,Edward Yang,1983,1327,['Drama'],Taiwan,4.01507159005275,0,3,3,12,29,107,248,448,294,184
297,N/A,Klaus,lowbrow,Sergio Pablos,2019,65582,"['Comedy', 'Animation', 'Adventure', 'Family']",Spain,3.99373303650392,43,110,125,682,1385,6406,11753,24094,9756,11228
298,N/A,Return of the Jedi,lowbrow,Richard Marquand,1983,263792,"['Science Fiction', 'Adventure', 'Action']",USA,3.99231212470431,249,642,577,3874,5529,32642,41206,89984,35181,53908
299,N/A,The Flavor of Green Tea Over Rice,lowbrow,Yasujirō Ozu,1952,2192,['Drama'],Japan,4.01208941605839,3,2,5,17,28,187,409,823,420,301
300,N/A,August in the Water,lowbrow,Gakuryû Ishii,1995,1145,"['Fantasy', 'Science Fiction', 'Drama']",Japan,4.02620087336245,0,5,2,24,38,110,186,317,210,253
301,N/A,Letter Never Sent,lowbrow,Mikhail Kalatozov,1960,2953,"['Adventure', 'Drama']",USSR,4.01422282424653,1,4,6,22,57,268,495,1096,623,386
302,N/A,Goopy Gyne Bagha Byne,lowbrow,Satyajit Ray,1969,302,"['Fantasy', 'Family']",India,4.08940397350993,2,2,2,6,6,27,43,78,43,93
303,N/A,A Summer's Tale,lowbrow,Éric Rohmer,1996,5381,"['Drama', 'Romance', 'Comedy']",France,3.99823452889797,4,12,21,58,107,496,908,1957,1007,812
304,N/A,Iruvar,lowbrow,Mani Ratnam,1997,736,['Drama'],India,4.03260869565217,4,4,6,16,20,60,89,244,123,170
305,N/A,Castle in the Sky,lowbrow,Hayao Miyazaki,1986,68098,"['Romance', 'Fantasy', 'Animation', 'Family', 'Action', 'Adventure']",Japan,3.99239331551587,47,111,133,712,1315,7029,11955,24764,10724,11317
306,N/A,Mulan,lowbrow,Tony Bancroft,1998,151540,"['Adventure', 'Family', 'Animation']",USA,3.99177444899037,120,384,377,2437,3614,19292,24530,49013,17386,34395
307,N/A,Kill Bill: Vol. 2,lowbrow,Quentin Tarantino,2004,225061,"['Crime', 'Thriller', 'Action']",USA,3.99104465011708,366,1094,821,4265,4848,25017,32453,77942,33219,45036
308,N/A,Turtles Can Fly,lowbrow,Bahman Ghobadi,2004,3566,['Drama'],Iran,4.00056085249579,6,26,11,57,91,301,548,1255,644,628
309,N/A,Good Time,lowbrow,Josh Safdie,2017,158232,"['Crime', 'Drama', 'Thriller']",USA,3.99022637645988,190,411,436,1953,3179,13184,26891,59957,30581,21451
310,N/A,Black Friday,lowbrow,Anurag Kashyap,2004,1105,"['Drama', 'Crime']",India,4.01402714932127,2,3,4,14,30,100,134,436,201,181
311,N/A,Hereditary,lowbrow,Ari Aster,2018,303298,"['Thriller', 'Horror', 'Mystery']",USA,3.98999993405825,1534,3336,2113,8942,8407,29550,36444,90157,53844,68971
312,N/A,Blue Collar,lowbrow,Paul Schrader,1978,5038,"['Crime', 'Drama']",USA,3.99831282254863,2,9,8,47,93,415,905,1933,969,658
313,N/A,Inside Llewyn Davis,lowbrow,Joel Coen,2013,122353,['Drama'],USA,3.98953029349505,174,536,453,2561,3106,13454,18520,37993,21985,23571
314,N/A,About Elly,lowbrow,Asghar Farhadi,2009,11149,['Drama'],Iran,3.99188268006099,26,46,38,171,241,906,1745,4165,2201,1611
315,N/A,Anbe Sivam,lowbrow,Sundar C,2003,814,"['Drama', 'Comedy']",India,4.02211302211302,3,6,4,19,25,67,102,262,162,165
316,N/A,Hedwig and the Angry Inch,lowbrow,John Cameron Mitchell,2001,14924,"['Drama', 'Comedy', 'Music']",USA,3.99138970785312,30,72,78,297,396,1512,2296,4901,2233,3111
317,N/A,Kuroneko,lowbrow,Kaneto Shindō,1968,7154,"['Fantasy', 'Horror']",Japan,3.99447861336315,1,6,7,63,119,592,1284,2856,1376,850
318,N/A,Estômago: A Gastronomic Story,lowbrow,Marcos Jorge,2007,3717,"['Drama', 'Comedy']",Brazil,3.99905838041431,4,18,23,51,85,298,581,1405,624,628
319,N/A,An Important Man's Wife,lowbrow,Mohamed Khan,1988,559,"['Thriller', 'Drama']",Egypt,4.03220035778175,1,4,2,23,22,43,56,161,117,130
320,N/A,One Cut of the Dead,lowbrow,Shinichiro Ueda,2017,32242,"['Comedy', 'Horror', 'Action']",Japan,3.98925314806774,65,110,124,407,678,2495,5543,12179,6045,4596
321,N/A,The Master,lowbrow,Paul Thomas Anderson,2012,121218,['Drama'],USA,3.98701100496626,292,745,688,3051,3686,12573,16872,35906,22725,24680
322,N/A,Patlabor 2: The Movie,lowbrow,Mamoru Oshii,1993,1961,"['Action', 'Science Fiction', 'Animation', 'Thriller']",Japan,4.00968893421724,2,6,10,31,53,207,290,603,403,357
323,N/A,Dangerous Encounters of the First Kind,lowbrow,Tsui Hark,1980,1182,"['Thriller', 'Action', 'Crime']",Hong Kong,4.0093062605753,4,6,6,23,46,114,162,348,210,263
324,N/A,Damnation,lowbrow,Béla Tarr,1988,3727,"['Crime', 'Drama']",Hungary,3.99825596994902,4,13,22,65,113,354,567,1238,645,708
325,N/A,The 8 Diagram Pole Fighter,lowbrow,Liu Chia-Liang,1984,2080,['Action'],Hong Kong,4.00144230769231,2,3,7,26,49,173,377,723,393,327
326,N/A,Wake in Fright,lowbrow,Ted Kotcheff,1971,10312,"['Thriller', 'Drama']",Australia,3.98763576415826,28,39,55,183,260,886,1601,3619,1947,1694
327,N/A,First Reformed,lowbrow,Paul Schrader,2017,96146,['Drama'],USA,3.98562082665946,230,604,463,2022,2632,8573,14057,31259,20641,15665
328,N/A,The Straight Story,lowbrow,David Lynch,1999,24183,['Drama'],USA,3.98641607740975,25,78,67,335,501,2343,4009,8717,4377,3733
329,N/A,Moonrise Kingdom,lowbrow,Wes Anderson,2012,216995,"['Comedy', 'Drama', 'Romance']",USA,3.98458489826955,350,1026,773,4472,4843,23426,31543,75389,33753,41420
330,N/A,"Like Father, Like Son",lowbrow,Hirokazu Kore-eda,2013,14377,['Drama'],Japan,3.98775822494262,4,23,21,133,271,1191,2552,5687,2792,1703
331,N/A,An Average Little Man,lowbrow,Mario Monicelli,1977,710,"['Drama', 'Comedy']",Italy,4.02183098591549,0,2,0,6,14,63,111,274,134,106
332,N/A,My Dinner with Andre,lowbrow,Louis Malle,1981,14384,"['Drama', 'Comedy']",USA,3.98519187986652,45,98,110,323,466,1366,2074,4317,2647,2938
333,N/A,Manchester by the Sea,lowbrow,Kenneth Lonergan,2016,155124,['Drama'],USA,3.98314251824347,518,1276,714,3836,3589,15327,20570,50522,30597,28176
334,N/A,Paprika,lowbrow,Satoshi Kon,2006,52744,"['Drama', 'Mystery', 'Animation', 'Science Fiction', 'Thriller']",Japan,3.98366638859396,58,167,167,788,1239,4946,9045,18804,8744,8787
335,N/A,La Ceremonie,lowbrow,Claude Chabrol,1995,5868,"['Drama', 'Thriller']",France,3.98602590320382,7,20,25,82,127,493,1008,2140,1099,867
336,N/A,The Thin Man,lowbrow,W.S. Van Dyke,1934,9182,"['Crime', 'Mystery', 'Comedy']",USA,3.98224787627968,4,19,18,118,199,977,1671,3199,1354,1623
337,N/A,Lady Bird,lowbrow,Greta Gerwig,2017,405721,"['Drama', 'Comedy']",USA,3.97704949953293,1069,2923,1806,10637,10199,51049,53232,124713,56283,93810
338,N/A,Güeros,lowbrow,Alonso Ruizpalacios,2014,3913,"['Drama', 'Comedy']",Mexico,3.98926654740608,9,22,13,69,111,409,599,1251,658,772
339,N/A,The Long Gray Line,lowbrow,John Ford,1955,913,"['Drama', 'Comedy']",USA,4.00876232201533,3,3,3,20,44,116,135,194,141,254
340,N/A,Die Niebelungen: Kriemhild's Revenge,lowbrow,Fritz Lang,1924,1582,"['Adventure', 'Drama', 'Fantasy']",Germany,3.99462705436157,1,1,8,25,37,167,250,536,283,274
341,N/A,Four Adventures of Reinette and Mirabelle,lowbrow,Éric Rohmer,1987,2182,"['Comedy', 'Drama']",France,3.98625114573786,0,6,5,29,37,209,401,806,331,358
342,N/A,What Time Is It There?,lowbrow,Tsai Ming-liang,2001,3399,"['Romance', 'Drama']",France,3.98823183289203,9,29,18,68,86,320,496,1088,657,628
343,N/A,A Difficult Life,lowbrow,Dino Risi,1961,408,['Drama'],Italy,4.05147058823529,0,0,3,2,10,29,56,164,79,65
344,N/A,Night and the City,lowbrow,Jules Dassin,1950,4894,"['Thriller', 'Drama']",UK,3.98549243972211,2,7,9,44,111,482,841,1791,941,666
345,N/A,20th Century Women,lowbrow,Mike Mills,2016,73956,['Drama'],USA,3.97745957055547,115,305,323,1366,1959,7567,11485,24732,13332,12772
346,N/A,Come and Go,lowbrow,João César Monteiro,2003,456,"['Drama', 'Comedy']",Portugal,4.04385964912281,4,4,5,9,9,43,51,131,83,117
347,N/A,Waltz with Bashir,lowbrow,Ari Folman,2008,17460,"['War', 'Documentary', 'Animation', 'Drama']",Israel,3.97975372279496,25,63,64,251,403,1565,2816,6526,3179,2569
348,N/A,Spotlight,lowbrow,Tom McCarthy,2015,177916,"['Thriller', 'Drama', 'History']",Canada,3.9771043638571,202,553,457,2723,3775,19171,26958,66345,29077,28655
349,N/A,Manichitrathazhu,lowbrow,Fazil,1993,593,"['Mystery', 'Horror', 'Fantasy', 'Thriller']",India,4.01349072512648,0,8,7,18,26,52,66,156,101,159
350,N/A,The Train,lowbrow,John Frankenheimer,1964,4301,"['War', 'Thriller']",France,3.98384096721693,2,8,6,44,71,395,742,1710,792,533
351,N/A,Punishment Park,lowbrow,Peter Watkins,1971,4412,"['Thriller', 'Drama']",USA,3.9858340888486,7,16,25,86,135,417,662,1447,854,764
352,N/A,Carol,lowbrow,Todd Haynes,2015,118443,"['Drama', 'Romance']",UK,3.97471779674611,213,649,563,2973,3479,14295,17247,35369,16943,26713
353,N/A,Ghost in the Shell,lowbrow,Mamoru Oshii,1995,65260,"['Science Fiction', 'Animation', 'Action']",Japan,3.9756205945449,68,235,253,1170,1953,7032,10449,21268,10643,12189
354,N/A,Eat Drink Man Woman,lowbrow,Ang Lee,1994,7412,"['Drama', 'Comedy', 'Romance']",Taiwan,3.97996492174852,4,10,13,64,141,681,1369,2812,1370,948
355,N/A,Respect,lowbrow,Treb Monteras II,2017,686,"['Drama', 'Crime', 'Music']",Philippines,4.02186588921283,2,8,3,22,23,59,92,177,126,174
356,N/A,Lady Snowblood,lowbrow,Toshiya Fujita,1973,13766,"['Action', 'Thriller', 'Drama']",Japan,3.97657271538573,7,23,27,140,233,1262,2511,5455,2255,1854
357,N/A,Ratcatcher,lowbrow,Lynne Ramsay,1999,7640,['Drama'],France,3.97715968586387,9,21,28,118,165,779,1250,2693,1399,1178
358,N/A,Under the Flag of the Rising Sun,lowbrow,Kinji Fukasaku,1972,359,"['War', 'Mystery', 'Drama']",Japan,4.05013927576602,0,0,1,5,5,14,70,137,80,47
359,N/A,3-Iron,lowbrow,Kim Ki-duk,2004,14543,"['Romance', 'Drama', 'Crime']",South Korea,3.97538334593963,31,78,74,252,402,1307,2409,4871,2672,2448
360,N/A,An Adventure in Space and Time,lowbrow,Terry McDonough,2013,3206,['Drama'],UK,3.81456643792888,5,3,3,24,65,348,552,1100,454,518
361,N/A,Laurence Anyways,lowbrow,Xavier Dolan,2012,16590,"['Drama', 'Romance']",Canada,3.97447257383966,53,102,84,316,486,1647,2629,5226,2903,3145
362,N/A,The Working Class Goes to Heaven,lowbrow,Elio Petri,1971,1612,['Drama'],Italy,3.81296526054591,3,3,3,15,37,142,248,581,276,231
363,N/A,The Ballad of Narayama,lowbrow,Keisuke Kinoshita,1958,2414,['Drama'],Japan,3.98032311516156,1,3,5,43,64,234,407,853,414,390
364,N/A,Godzilla,lowbrow,Ishirō Honda,1954,27440,"['Thriller', 'Science Fiction', 'Horror']",Japan,3.76550655976676,34,83,80,459,711,3125,4174,8531,3526,5287
365,N/A,Ernest & Celestine,lowbrow,Stéphane Aubier,2012,11396,"['Family', 'Comedy', 'Animation', 'Drama']",Belgium,3.97389434889435,4,16,27,105,215,1026,2301,4273,1776,1653
366,N/A,House,lowbrow,Nobuhiko Ōbayashi,1977,46204,"['Comedy', 'Fantasy', 'Horror']",Japan,3.97443944247251,187,371,347,1064,1351,4617,6707,14349,7264,9947
