,TSPDT Rank,Title,Tier,Director,Year,RateCount,Genre,Country,Rating,0.5 Rating,1.0 Rating,1.5 Rating,2.0 Rating,2.5 Rating,3.0 Rating,3.5 Rating,4.0 Rating,4.5 Rating,5.0 Rating
45,N/A,In Just the Wink of an Eye,lowbrow,Mike de Leon,1981,277,"['Drama', 'Horror', 'Crime', 'Thriller', 'Mystery']",Philippines,4.31768953068592,0,0,0,3,5,11,26,74,65,93
46,N/A,The Street Player,lowbrow,Mohamed Khan,1983,818,['Drama'],Egypt,4.22860635696822,0,3,4,13,19,53,68,233,165,261
47,N/A,Il Sorpasso,lowbrow,Dino Risi,1962,5069,"['Drama', 'Comedy']",Italy,4.19116196488459,1,9,6,32,80,310,569,1650,1238,1174
48,N/A,Howl's Moving Castle,lowbrow,Hayao Miyazaki,2004,150228,"['Adventure', 'Animation', 'Fantasy']",Japan,4.1851685438134,91,247,272,1439,2291,11204,19465,45937,24948,44334
49,N/A,Inception,lowbrow,Christopher Nolan,2010,506019,"['Science Fiction', 'Action', 'Adventure']",UK,4.18164041271178,814,2247,1333,8722,7730,45264,46515,150797,80441,162160
50,N/A,An Elephant Sitting Still,lowbrow,Hu Bo,2018,9154,['Drama'],China,4.18696744592528,17,38,43,130,175,581,985,2512,2179,2495
51,N/A,The Departed,lowbrow,Martin Scorsese,2006,215671,"['Crime', 'Thriller', 'Drama']",USA,4.18141521113177,209,541,395,2272,2723,14913,22868,70961,46731,54062
52,N/A,The Grand Budapest Hotel,lowbrow,Wes Anderson,2014,375167,"['Comedy', 'Drama']",Germany,4.17553116345521,438,1588,803,5646,4886,31396,35555,119154,67517,108186
53,N/A,Land of Fear,lowbrow,Daoud Abdel Sayed,2000,417,"['Drama', 'Thriller']",Egypt,4.25179856115108,0,1,2,7,7,23,38,112,95,132
54,N/A,Paddington 2,lowbrow,Paul King,2017,81935,"['Comedy', 'Family', 'Adventure']",France,4.17019588698358,145,307,207,1046,1273,6216,9401,24362,16338,22640
55,N/A,They Don't Wear Black Tie,lowbrow,Leon Hirszman,1980,1904,['Drama'],Brazil,4.19616596638655,4,10,14,29,41,105,185,545,413,559
56,N/A,The New Land,lowbrow,Jan Troell,1972,1519,"['Drama', 'Western']",Sweden,4.19354838709677,2,2,3,16,17,96,167,474,381,361
57,N/A,Life Is Beautiful,lowbrow,Roberto Benigni,1997,84018,"['Comedy', 'Drama']",Italy,4.17014211240448,401,585,460,1503,1746,6003,8276,22947,15495,26606
58,N/A,Tokyo Twilight,lowbrow,Yasujirō Ozu,1957,3323,['Drama'],Japan,4.17785133915137,3,6,8,25,40,185,391,1114,842,709
59,N/A,Witness for the Prosecution,lowbrow,Billy Wilder,1957,16917,"['Drama', 'Crime', 'Mystery']",USA,4.17006561447065,7,19,19,130,163,951,2052,5821,4535,3220
60,N/A,Pastoral: To Die in the Country,lowbrow,Shūji Terayama,1974,2767,"['Drama', 'Fantasy']",Japan,4.17238886881099,5,5,8,57,59,202,304,740,602,785
61,N/A,Kit Kat,lowbrow,Daoud Abdel Sayed,1991,755,"['Comedy', 'Drama']",Egypt,4.20728476821192,0,1,6,21,22,40,72,196,143,254
62,N/A,The Iron Giant,lowbrow,Brad Bird,1999,110911,"['Science Fiction', 'Comedy', 'Family', 'Animation', 'Action', 'Adventure']",USA,4.16123288041763,87,234,160,1257,1517,9398,13118,35586,19037,30517
63,N/A,Yearning,lowbrow,Mikio Naruse,1964,1934,['Drama'],Japan,4.17761116856256,0,4,5,11,34,117,239,627,439,458
64,N/A,The Hunt,lowbrow,Thomas Vinterberg,2012,72192,['Drama'],Denmark,4.15863946143617,95,159,155,579,849,4092,8186,25668,18286,14123
65,N/A,The Emigrants,lowbrow,Jan Troell,1971,2250,"['Drama', 'History']",Sweden,4.17311111111111,0,7,8,30,32,166,232,702,505,568
66,N/A,A Face in the Crowd,lowbrow,Elia Kazan,1957,7702,['Drama'],USA,4.15820566086731,4,10,32,63,117,462,1022,2427,1896,1669
67,N/A,The Shop on Main Street,lowbrow,Elmar Klos,1965,2180,"['Drama', 'War']",Unknown,4.17660550458716,1,3,5,17,30,133,267,708,531,486
68,N/A,Nobody Knows,lowbrow,Hirokazu Kore-eda,2004,11336,['Drama'],Japan,4.15666901905434,12,28,9,93,168,695,1378,3871,2681,2402
69,N/A,Samurai Rebellion,lowbrow,Masaki Kobayashi,1967,4380,"['Drama', 'Action']",Japan,4.15913242009132,2,7,9,27,51,255,546,1522,1110,851
70,N/A,Demons,lowbrow,Toshio Matsumoto,1971,1639,"['Horror', 'Drama']",Japan,4.17114093959732,2,2,3,16,39,84,191,527,408,367
71,N/A,The Face of Another,lowbrow,Hiroshi Teshigahara,1966,8115,"['Science Fiction', 'Drama']",Japan,4.15292667898953,2,15,21,81,156,531,1043,2558,1828,1880
72,N/A,"Throw Away Your Books, Rally in the Streets",lowbrow,Shūji Terayama,1971,3105,['Drama'],Japan,4.16199677938808,5,21,17,79,84,226,316,753,630,975
73,N/A,Get Out,lowbrow,Jordan Peele,2017,480841,"['Thriller', 'Horror', 'Mystery']",USA,4.1467449739103,748,1871,1186,6759,6746,40098,52257,161119,76873,133184
74,N/A,Eureka,lowbrow,Shinji Aoyama,2000,2061,['Drama'],Japan,4.16157205240175,6,6,9,36,44,148,251,542,426,593
75,N/A,Good Will Hunting,lowbrow,Gus Van Sant,1997,217644,['Drama'],USA,4.14390931980666,220,559,523,2535,3246,17859,26164,71554,38097,56891
76,N/A,The Man Who Sleeps,lowbrow,Bernard Queysanne,1974,4749,['Drama'],France,4.14961044430406,11,36,27,103,111,331,534,1224,954,1418
77,N/A,The Night,lowbrow,Mohammad Malas,1992,251,['Drama'],Syrian Arab Republic,4.29083665338645,0,0,2,6,1,10,27,69,42,94
78,N/A,Bacurau,lowbrow,Kleber Mendonça Filho,2019,45252,"['Thriller', 'Western', 'Mystery']",Brazil,4.13632546627773,161,245,255,870,1151,3420,5531,12165,7394,14060
79,N/A,La Flor,lowbrow,Mariano Llinás,2018,1911,"['Thriller', 'Drama', 'Fantasy']",Argentina,4.15724751439037,12,16,20,53,50,114,196,425,383,642
80,N/A,Evolution of a Filipino Family,lowbrow,Lav Diaz,2004,610,['Drama'],Philippines,4.2016393442623,0,1,1,10,23,51,69,131,121,204
81,N/A,Miracle,lowbrow,Ishmael Bernal,1982,603,['Drama'],Philippines,4.18242122719735,0,0,4,17,15,33,66,164,123,181
82,N/A,The Extras,lowbrow,Nabil Maleh,1993,200,"['Comedy', 'Romance', 'Drama']",Syrian Arab Republic,4.3125,0,1,0,3,4,9,19,54,28,82
83,N/A,Devils on the Doorstep,lowbrow,Jiang Wen,2000,1174,"['War', 'Drama']",China,4.16013628620102,3,3,3,12,16,70,141,377,291,258
84,N/A,The Nightingale's Prayer,lowbrow,Henry Barakat,1959,617,"['Drama', 'Romance']",Egypt,4.17179902755267,0,0,3,9,10,55,61,184,126,169
85,N/A,Manila in the Claws of Light,lowbrow,Lino Brocka,1975,2742,"['Drama', 'Mystery']",Philippines,4.14059080962801,2,5,7,41,54,171,353,872,603,634
86,N/A,Invisible Life,lowbrow,Karim Aïnouz,2019,11221,['Drama'],Brazil,4.13243026468229,19,38,48,187,245,760,1365,3433,2311,2815
87,N/A,The Tale of the Princess Kaguya,lowbrow,Isao Takahata,2013,35633,"['Drama', 'Fantasy', 'Animation']",Japan,4.13041281957736,32,93,87,430,676,2978,4671,10572,7352,8747
88,N/A,Terrorizers,lowbrow,Edward Yang,1986,5969,"['Crime', 'Drama']",Taiwan,4.132015412967,3,9,13,63,121,368,851,1892,1390,1260
89,N/A,"Rio, Zona Norte",lowbrow,Nelson Pereira dos Santos,1957,766,"['Music', 'Drama']",Brazil,4.17362924281984,3,5,12,18,27,48,65,169,147,272
90,N/A,"Pretty Village, Pretty Flame",lowbrow,Srđan Dragojević,1996,808,"['War', 'Drama']",Serbia,4.16893564356436,4,3,3,15,24,53,86,212,178,232
91,N/A,Sorcerer,lowbrow,William Friedkin,1977,17198,"['Adventure', 'Thriller']",USA,4.12396790324456,12,38,36,187,308,1250,2346,5515,3738,3768
92,N/A,In the Heat of the Sun,lowbrow,Jiang Wen,1994,870,['Drama'],China,4.15574712643678,1,3,2,9,15,55,99,286,204,196
93,N/A,Hope,lowbrow,Lee Joon-ik,2013,3743,['Drama'],South Korea,4.12904087630243,7,13,10,55,67,344,443,1137,639,1028
94,N/A,When a Woman Ascends the Stairs,lowbrow,Mikio Naruse,1960,2882,['Drama'],Japan,4.13011797362942,1,2,7,18,38,190,371,1053,663,539
95,N/A,The Cremator,lowbrow,Juraj Herz,1969,5241,"['Thriller', 'Horror', 'Drama']",Czechoslovakia,4.12745659225339,8,13,20,77,84,372,657,1657,1185,1169
96,N/A,Short Term 12,lowbrow,Destin Daniel Cretton,2013,61578,['Drama'],USA,4.11921465458443,63,137,131,570,997,4644,8532,20162,12953,13385
97,N/A,John Denver Trending,lowbrow,Arden Rod Condez,2019,1101,['Drama'],Philippines,4.1503178928247,0,4,7,10,27,64,119,359,264,247
98,N/A,Prisoners,lowbrow,Denis Villeneuve,2013,188811,"['Drama', 'Crime', 'Thriller']",USA,4.12112112112112,130,384,379,1936,2702,13660,23755,66422,41124,38320
99,N/A,Call Me by Your Name,lowbrow,Luca Guadagnino,2017,296505,"['Drama', 'Romance']",France,4.11491374513077,1905,3102,1725,7809,7319,26951,28817,73839,45457,99582
100,N/A,Nayakan,lowbrow,Mani Ratnam,1987,979,"['Drama', 'Action']",India,4.16138917262513,2,4,3,16,15,63,113,307,205,252
101,N/A,Roma,lowbrow,Alfonso Cuarón,2018,175623,['Drama'],USA,4.11425895241512,651,1452,871,3993,3926,14272,17869,48722,35834,48035
102,N/A,Extraordinary Stories,lowbrow,Mariano Llinás,2008,1322,['Drama'],Argentina,4.14599092284418,4,6,8,23,18,98,147,396,265,357
103,N/A,Gangs of Wasseypur - Part 2,lowbrow,Anurag Kashyap,2012,3234,"['Crime', 'Action', 'Thriller']",India,4.12693259121831,9,15,22,57,87,229,332,970,663,850
104,N/A,The Prestige,lowbrow,Christopher Nolan,2006,223487,"['Drama', 'Mystery', 'Thriller']",USA,4.1149440459624,255,662,537,3014,3784,18763,27504,72461,44767,51741
105,N/A,Investigation of a Citizen Above Suspicion,lowbrow,Elio Petri,1970,7091,"['Drama', 'Thriller']",Italy,4.11867155549288,3,19,11,60,117,522,954,2287,1774,1344
106,N/A,The Weeping Meadow,lowbrow,Theo Angelopoulos,2004,1577,"['Drama', 'Romance', 'History']",France,4.13633481293596,2,3,8,27,40,125,172,482,284,434
107,N/A,Who's Singin' Over There?,lowbrow,Slobodan Šijan,1980,1022,"['Comedy', 'Adventure', 'Drama']",Yugoslavia,4.15851272015656,0,2,2,11,20,77,165,290,171,287
108,N/A,Before Midnight,lowbrow,Richard Linklater,2013,83683,"['Romance', 'Drama']",Greece,4.11004027102279,167,394,304,1359,1570,6885,10261,25409,17031,20304
109,N/A,Who Killed Captain Alex?,lowbrow,Nabwana I.G.G.,2010,8264,['Action'],Uganda,4.11132623426912,256,201,104,200,233,673,622,1319,487,4169
110,N/A,Canoa: A Shameful Memory,lowbrow,Felipe Cazals,1976,1497,"['History', 'Drama']",Mexico,4.13293253173013,2,4,6,18,27,108,183,489,302,358
111,N/A,Django Unchained,lowbrow,Quentin Tarantino,2012,387541,"['Western', 'Drama']",USA,4.11008641666301,446,1390,950,5764,5610,35285,42964,132851,69604,92677
112,N/A,Still Life,lowbrow,Houshang Baharlou,1974,960,['Drama'],Iran,4.14895833333333,3,2,1,17,26,67,99,296,195,254
113,N/A,The Night of Counting the Years,lowbrow,Shadi Abdel Salam,1969,995,['Drama'],Egypt,4.14422110552764,3,0,6,21,25,91,98,265,195,291
114,N/A,Late Autumn,lowbrow,Yasujirō Ozu,1960,3356,['Drama'],Japan,4.11844457687724,0,4,5,27,39,218,460,1247,757,600
115,N/A,Nothing But a Man,lowbrow,Michael Roemer,1964,1054,"['Drama', 'Romance']",USA,4.13757115749526,1,1,4,10,10,74,136,372,215,231
116,N/A,Winter Sleep,lowbrow,Nuri Bilge Ceylan,2014,12478,['Drama'],Turkey,4.11071485815034,20,57,48,193,286,920,1579,3744,2738,2894
117,N/A,Happy Hour,lowbrow,Ryūsuke Hamaguchi,2015,1718,['Drama'],Japan,4.12456344586729,2,5,5,19,38,119,211,533,436,350
118,N/A,Pixote,lowbrow,Hector Babenco,1981,4429,"['Crime', 'Drama']",Brazil,4.11627906976744,4,12,15,54,94,336,589,1394,898,1033
119,N/A,Interstellar,lowbrow,Christopher Nolan,2014,429368,"['Science Fiction', 'Drama', 'Adventure']",UK,4.10516619776043,1025,2826,1905,10948,9942,45574,45196,113583,62840,135532
120,N/A,This Transient Life,lowbrow,Akio Jissoji,1970,804,['Drama'],Japan,4.15422885572139,0,4,3,12,20,43,103,244,176,200
121,N/A,The Florida Project,lowbrow,Sean Baker,2017,171537,['Drama'],USA,4.10447308743886,341,700,528,2529,3078,12694,21490,56351,36415,37417
122,N/A,Fantastic Mr. Fox,lowbrow,Wes Anderson,2009,188584,"['Comedy', 'Family', 'Animation', 'Adventure']",USA,4.10613837865354,344,869,522,2906,3017,15811,23358,62134,33327,46296
123,N/A,Mary and Max,lowbrow,Adam Elliot,2009,35029,"['Comedy', 'Animation', 'Drama']",Australia,4.10711125067801,57,124,115,440,601,2725,4595,11555,6914,7914
124,N/A,Du côté d'Orouët,lowbrow,Jacques Rozier,1971,311,"['Comedy', 'Drama']",France,4.21864951768489,0,0,1,4,7,25,31,75,77,91
125,N/A,Blade Runner 2049,lowbrow,Denis Villeneuve,2017,290471,"['Science Fiction', 'Drama']",Canada,4.10320479497093,686,2170,1248,7509,6466,27821,29330,78068,55922,81251
126,N/A,Son of the White Mare,lowbrow,Marcell Jankovics,1981,1740,"['Animation', 'Adventure', 'Fantasy']",Hungary,4.13304597701149,1,4,4,22,24,143,257,508,367,413
127,N/A,The Witness,lowbrow,Péter Bacsó,1969,518,"['Comedy', 'Drama']",Hungary,4.16505791505792,0,0,0,8,10,36,73,146,122,124
128,N/A,Nostos: The Return,lowbrow,Franco Piavoli,1989,939,"['Drama', 'Adventure']",Italy,4.14004259850905,1,8,1,12,22,58,117,281,218,222
129,N/A,The Incredibles,lowbrow,Brad Bird,2004,290860,"['Action', 'Family', 'Animation', 'Adventure']",USA,4.09653441518256,273,929,691,4536,4738,31654,33688,95375,41502,77474
130,N/A,"Up, Down, Fragile",lowbrow,Jacques Rivette,1995,432,"['Romance', 'Music', 'Comedy', 'Mystery']",France,4.17361111111111,1,3,2,9,9,29,57,94,93,135
131,N/A,The Truman Show,lowbrow,Peter Weir,1998,307644,"['Comedy', 'Drama']",USA,4.09406326793306,230,674,482,3653,4108,28840,38992,109873,52036,68756
132,N/A,Shame,lowbrow,Ingmar Bergman,1968,7387,"['Drama', 'War']",Sweden,4.09814539055097,2,9,15,76,129,523,1019,2598,1683,1333
133,N/A,1917,lowbrow,Sam Mendes,2019,291575,"['War', 'Drama', 'Action', 'History']",Canada,4.09205693217868,301,773,831,3960,6267,25194,38762,92971,56658,65858
134,N/A,Judgment at Nuremberg,lowbrow,Stanley Kramer,1961,7537,"['History', 'Drama']",Germany,4.09552872495688,7,13,18,76,141,582,990,2579,1724,1407
135,N/A,"My Son, the Hero",lowbrow,Ismael Rodríguez,1961,152,"['Western', 'Adventure', 'Drama']",Mexico,4.33223684210526,0,0,0,1,2,12,20,29,31,58
136,N/A,Balkan Spy,lowbrow,Dušan Kovačević,1984,558,"['Drama', 'Comedy']",Serbia,4.13888888888889,1,4,0,5,14,37,87,155,111,145
137,N/A,The Lighthouse,lowbrow,Robert Eggers,2019,250297,"['Thriller', 'Fantasy', 'Drama', 'Horror']",Canada,4.0870485862795,826,1736,1227,5581,6005,20768,28949,72472,48743,63991
138,N/A,Portrait of a Young Girl at the End of the 60's in Brussels,lowbrow,Chantal Akerman,1994,944,"['Drama', 'Romance', 'TV Movie']",Belgium,4.12552966101695,1,4,4,7,18,68,138,280,204,220
139,N/A,Eros + Massacre,lowbrow,Yoshishige Yoshida,1969,1260,['Drama'],Japan,4.11190476190476,3,6,7,20,37,112,171,308,232,364
140,N/A,Embrace of the Serpent,lowbrow,Ciro Guerra,2015,14623,"['Adventure', 'Drama']",Argentina,4.08849073377556,21,29,41,172,309,1115,1994,4872,3187,2883
141,N/A,Two in the Shadow,lowbrow,Mikio Naruse,1967,1005,"['Romance', 'Drama']",Japan,4.1228855721393,0,1,1,12,22,63,159,302,233,212
142,N/A,Jacquot,lowbrow,Agnès Varda,1991,1907,['Drama'],France,4.10435238594651,0,1,3,12,26,146,281,697,364,377
143,N/A,Poetry,lowbrow,Lee Chang-dong,2010,8778,['Drama'],South Korea,4.09022556390977,7,20,19,107,156,627,1228,3009,1984,1621
144,N/A,Millennium Actress,lowbrow,Satoshi Kon,2001,18441,"['Romance', 'Drama', 'Animation']",Japan,4.08632937476276,19,36,38,197,371,1454,2762,6018,3798,3748
145,N/A,Blindspotting,lowbrow,Carlos López Estrada,2018,44501,"['Drama', 'Comedy']",USA,4.08412170513022,51,133,136,548,921,3199,6502,14150,10575,8289
146,N/A,Arrival,lowbrow,Denis Villeneuve,2016,386492,"['Science Fiction', 'Drama', 'Mystery']",USA,4.08286329341875,601,2080,1219,8648,7262,39501,40748,120969,67976,97489
147,N/A,Her,lowbrow,Spike Jonze,2013,363166,"['Romance', 'Science Fiction', 'Drama']",USA,4.08191295440652,895,2692,1412,8642,6828,36793,38231,110489,58526,98658
148,N/A,Fallen Angels,lowbrow,Wong Kar-wai,1995,30257,"['Action', 'Romance', 'Drama']",Hong Kong,4.08480682156195,30,50,74,372,586,2479,4585,9806,5749,6526
149,N/A,Kiki's Delivery Service,lowbrow,Hayao Miyazaki,1989,103615,"['Fantasy', 'Drama', 'Adventure', 'Family', 'Animation']",Japan,4.08314915794045,55,106,123,756,1559,9380,16539,36054,16219,22824
150,N/A,Dead Poets Society,lowbrow,Peter Weir,1989,163053,['Drama'],USA,4.08186908551207,278,668,572,2699,3463,15838,20905,51953,24096,42583
151,N/A,Francisca,lowbrow,Manoel de Oliveira,1981,458,"['Drama', 'Romance']",Portugal,4.16375545851528,2,2,2,4,16,40,52,101,106,134
152,N/A,What Ever Happened to Baby Jane?,lowbrow,Robert Aldrich,1962,22464,"['Drama', 'Thriller', 'Horror']",USA,4.08177528490028,11,51,53,268,427,1866,3182,7749,4135,4723
153,N/A,The Heiress,lowbrow,William Wyler,1949,4658,"['Drama', 'Romance']",USA,4.08887934735938,2,7,10,51,99,331,661,1625,986,886
154,N/A,The Green Mile,lowbrow,Frank Darabont,1999,129676,"['Fantasy', 'Crime', 'Drama']",USA,4.08054690150838,195,476,432,1893,2720,12012,16772,42116,22321,30739
155,N/A,For a Few Dollars More,lowbrow,Sergio Leone,1965,42840,['Western'],Germany,4.08056722689076,9,45,40,303,524,3216,6046,16465,9686,6506
156,N/A,Through a Glass Darkly,lowbrow,Ingmar Bergman,1961,14826,['Drama'],Sweden,4.08026440037772,8,21,33,140,255,1137,2189,5237,3097,2709
157,N/A,Malcolm X,lowbrow,Spike Lee,1992,30552,"['History', 'Drama']",USA,4.08102579209217,20,52,73,326,547,2728,4350,10239,5955,6266
158,N/A,Comrades: Almost a Love Story,lowbrow,Peter Chan,1996,2898,"['Romance', 'Drama']",Hong Kong,4.08902691511387,4,5,4,33,51,252,421,957,538,633
159,N/A,The Secret in Their Eyes,lowbrow,Juan José Campanella,2009,28213,"['Crime', 'Mystery', 'Drama']",Argentina,4.07918335519087,39,71,96,392,582,2158,3899,9472,5832,5672
160,N/A,A Short Film About Love,lowbrow,Krzysztof Kieślowski,1988,9339,"['Drama', 'Romance']",Poland,4.07773851590106,13,36,34,105,146,641,1355,3324,1946,1739
161,N/A,The Meetings of Anna,lowbrow,Chantal Akerman,1978,2726,['Drama'],Belgium,4.08822450476889,6,15,7,40,56,201,381,853,585,583
162,N/A,The Marathon Family,lowbrow,Slobodan Šijan,1982,685,"['Drama', 'Comedy']",Yugoslavia,4.11167883211679,2,2,4,9,22,55,102,172,121,196
163,N/A,The Disappearance of Haruhi Suzumiya,lowbrow,Yasuhiro Takemoto,2010,4143,"['Romance', 'Drama', 'Mystery', 'Animation', 'Science Fiction', 'Comedy']",Japan,4.08339367608014,16,19,16,75,96,337,609,1134,824,1018
164,N/A,Time to Love,lowbrow,Metin Erksan,1965,1477,"['Romance', 'Drama']",Turkey,4.09275558564658,4,6,5,23,31,116,184,511,230,367
165,N/A,Personal Problems,lowbrow,Bill Gunn,1980,750,['Drama'],USA,4.108,0,2,1,9,10,52,98,276,157,145
166,N/A,"They Shoot Horses, Don't They?",lowbrow,Sydney Pollack,1969,5355,['Drama'],USA,4.07535014005602,7,13,18,75,101,448,774,1686,1169,1064
167,N/A,The Farewell,lowbrow,Lulu Wang,2019,120628,"['Drama', 'Comedy']",China,4.06770401565142,73,188,217,1135,1993,9356,18011,43374,26262,20019
168,N/A,What We Do in the Shadows,lowbrow,Taika Waititi,2014,162815,"['Horror', 'Comedy']",New Zealand,4.06892178239106,207,434,349,1806,2583,13322,25056,58133,26936,33989
169,N/A,Die Nibelungen: Siegfried,lowbrow,Fritz Lang,1924,2147,"['Fantasy', 'Drama', 'Adventure']",Germany,4.08337214718211,1,3,3,26,48,179,287,728,463,410
170,N/A,Kanal,lowbrow,Andrzej Wajda,1957,2481,"['Drama', 'War']",Poland,4.07920193470375,1,5,3,21,38,186,379,877,548,423
171,N/A,12 Years a Slave,lowbrow,Steve McQueen,2013,170333,"['History', 'Drama']",USA,4.06395707232304,268,606,519,2678,2967,15969,21377,59058,30969,35923
172,N/A,The Great War,lowbrow,Mario Monicelli,1959,1110,"['War', 'Comedy', 'Drama']",France,3.8027027027027,1,1,6,11,13,73,123,418,191,195
173,N/A,Twenty-Four Eyes,lowbrow,Keisuke Kinoshita,1954,1182,['Drama'],Japan,4.09263959390863,0,3,4,22,31,107,164,307,272,272
174,N/A,The Burmese Harp,lowbrow,Kon Ichikawa,1956,2284,"['War', 'Drama', 'Music']",Japan,4.07333625218914,0,7,9,37,40,180,280,821,490,420
175,N/A,Aquarius,lowbrow,Kleber Mendonça Filho,2016,18382,['Drama'],Brazil,4.06114677401806,53,68,104,365,417,1521,2604,5660,3276,4314
176,N/A,A Limousine the Colour of Midsummer's Eve,lowbrow,Jānis Streičs,1981,181,"['Drama', 'Comedy']",Latvia,4.23756906077348,0,0,0,4,2,20,20,38,26,71
177,N/A,Up,lowbrow,Pete Docter,2009,299505,"['Adventure', 'Comedy', 'Animation', 'Family']",USA,4.06024440326539,284,927,694,4682,5520,33350,39095,99981,41844,73137
178,N/A,Hovering Over the Water,lowbrow,João César Monteiro,1986,798,"['Romance', 'Drama']",Portugal,4.09899749373434,1,1,9,17,16,67,105,206,181,195
179,N/A,The Pinchcliffe Grand Prix,lowbrow,Ivo Caprino,1975,1415,"['Comedy', 'Family', 'Adventure', 'Animation']",Norway,4.08339222614841,5,9,4,26,40,141,211,329,238,412
180,N/A,27 Steps of May,lowbrow,Ravi L. Bharwani,2018,1185,['Drama'],Indonesia,4.08438818565401,1,5,2,5,11,81,168,463,268,181
181,N/A,Song of the Sea,lowbrow,Tomm Moore,2014,23730,"['Family', 'Animation', 'Fantasy']",Ireland,4.05798567214496,14,52,69,249,446,2183,3715,7958,4166,4878
182,N/A,The Fire Within,lowbrow,Louis Malle,1963,5974,['Drama'],France,4.06352527619685,2,20,24,89,144,540,851,1880,1136,1290
183,N/A,Samurai X: Trust and Betrayal,lowbrow,Kazuhiro Furuhashi,1999,1646,"['History', 'Animation', 'Action']",Japan,4.07533414337788,2,9,2,24,28,159,221,520,317,364
184,N/A,Finding Nemo,lowbrow,Andrew Stanton,2003,275317,"['Family', 'Animation']",USA,4.05545789035911,258,804,597,3903,4491,31401,35666,96098,36703,65417
185,N/A,The Last Black Man in San Francisco,lowbrow,Joe Talbot,2019,49575,['Drama'],USA,4.05568330811901,40,131,137,659,1022,4007,7079,17161,10611,8728
186,N/A,Capernaum,lowbrow,Nadine Labaki,2018,25139,['Drama'],Lebanon,4.05664505350253,135,226,205,609,746,1781,2956,7411,4774,6296
187,N/A,The Favourite,lowbrow,Yorgos Lanthimos,2018,226889,"['Comedy', 'History', 'Drama']",Ireland,4.05357685916902,406,1055,776,4040,4322,19809,28682,77344,46120,44335
188,N/A,Fires on the Plain,lowbrow,Kon Ichikawa,1959,2153,"['War', 'Drama']",Japan,4.06874129122155,1,4,4,25,22,169,325,769,492,342
189,N/A,Phantom Thread,lowbrow,Paul Thomas Anderson,2017,144345,"['Drama', 'Romance']",USA,4.05242647822924,409,1099,725,3447,3438,12772,17413,42143,30562,32341
190,N/A,A Silent Voice,lowbrow,Naoko Yamada,2016,44708,"['Drama', 'Romance', 'Animation']",Japan,4.05181399302138,116,236,279,910,1253,4073,6137,12701,8068,10935
191,N/A,The Aviator's Wife,lowbrow,Éric Rohmer,1981,3214,"['Drama', 'Comedy', 'Romance']",France,4.0570939639079,1,5,4,31,68,251,521,1098,695,540
192,N/A,Persepolis,lowbrow,Vincent Paronnaud,2007,36489,"['Drama', 'Animation']",France,4.0510838882951,43,84,86,400,589,2972,5541,13778,6187,6810
193,N/A,Onibaba,lowbrow,Kaneto Shindō,1964,11885,"['Drama', 'Horror']",Japan,4.04787547328566,5,21,39,127,216,942,1837,4361,2303,2034
194,N/A,Marriage Story,lowbrow,Noah Baumbach,2019,307236,['Drama'],UK,4.04469040086448,706,1817,1168,6327,6256,28032,37375,100310,63830,61415
195,N/A,Logan,lowbrow,James Mangold,2017,300888,"['Action', 'Science Fiction', 'Drama']",USA,4.04649404429555,409,1341,910,5716,5823,30549,38078,100818,51541,65703
196,N/A,The Sting,lowbrow,George Roy Hill,1973,34327,"['Crime', 'Drama', 'Comedy']",USA,4.04754275060448,26,56,75,374,600,2993,5326,12247,6505,6126
197,N/A,Ritual,lowbrow,Hideaki Anno,2000,1244,['Drama'],Japan,4.08118971061093,4,14,5,30,28,109,162,299,263,330
198,N/A,Camera Buff,lowbrow,Krzysztof Kieślowski,1979,4196,['Drama'],Poland,4.05159675881792,2,7,7,38,51,301,681,1639,828,642
199,N/A,"Monsters, Inc.",lowbrow,Pete Docter,2001,251032,"['Comedy', 'Animation', 'Family']",USA,4.04427722362089,169,527,422,3334,4026,28993,34355,89640,32692,56874
200,N/A,The Valley of the Bees,lowbrow,František Vláčil,1968,1032,"['Drama', 'History']",Czechia,4.07945736434108,1,0,2,12,24,91,139,339,236,189
201,N/A,Mother,lowbrow,Bong Joon-ho,2009,38458,"['Crime', 'Mystery', 'Drama', 'Thriller']",South Korea,4.04511415050185,31,50,61,308,508,2571,5957,15663,8471,4838
202,N/A,Fail Safe,lowbrow,Sidney Lumet,1964,6517,"['Thriller', 'Drama', 'War']",USA,4.04810495626822,8,14,21,83,106,516,923,2382,1461,1004
203,N/A,My Life as a Zucchini,lowbrow,Claude Barras,2016,34540,"['Animation', 'Family', 'Drama']",France,4.04442675159236,21,62,65,294,563,2817,5752,12611,6546,5809
204,N/A,Safety Last!,lowbrow,Fred C. Newmeyer,1923,12665,"['Action', 'Comedy', 'Romance']",USA,4.04433478089222,6,17,25,110,218,1127,2022,4580,2358,2202
205,N/A,Ratatouille,lowbrow,Brad Bird,2007,275192,"['Fantasy', 'Family', 'Comedy', 'Animation']",USA,4.04410738684264,300,911,695,4868,5747,33338,36450,87146,36358,69383
206,N/A,The Hidden Fortress,lowbrow,Akira Kurosawa,1958,16605,"['Drama', 'Action', 'Adventure', 'Comedy']",Japan,4.04426377597109,10,15,17,128,238,1230,2659,6631,3304,2374
