,TSPDT Rank,Title,Tier,Director,Year,RateCount,Genre,Country,Rating,0.5 Rating,1.0 Rating,1.5 Rating,2.0 Rating,2.5 Rating,3.0 Rating,3.5 Rating,4.0 Rating,4.5 Rating,5.0 Rating
364,365,The Elephant Man,common,David Lynch,1980,55195,"['Drama', 'History']",UK,4.10400398586828,43,146,110,577,790,4334,7136,19721,10986,11352
366,367,Werckmeister Harmonies,common,Béla Tarr,2000,9140,['Drama'],Hungary,4.28626914660832,27,50,49,159,174,534,715,1953,2050,3429
367,368,High and Low,common,Akira Kurosawa,1963,21740,"['Crime', 'Mystery', 'Drama', 'Thriller']",Japan,4.4593146274149,5,15,10,67,113,586,1291,4988,6114,8551
368,369,Through the Olive Trees,common,Abbas Kiarostami,1994,5473,['Drama'],Iran,4.06733053170108,11,15,22,60,113,404,795,1895,1120,1038
371,372,The Young Girls of Rochefort,common,Jacques Demy,1967,12157,"['Comedy', 'Romance', 'Drama']",France,4.21604836719585,8,19,33,141,225,824,1359,3323,2626,3600
374,375,A Separation,common,Asghar Farhadi,2011,43895,['Drama'],Iran,4.2504043740745,68,107,99,338,494,2274,4187,13186,11139,12005
377,378,The Turin Horse,common,Béla Tarr,2011,11284,['Drama'],Hungary,4.12079049982276,77,146,74,269,295,791,1086,2855,2302,3395
379,380,Él,common,Luis Buñuel,1953,2129,"['Drama', 'Romance', 'Thriller']",Mexico,3.94762799436355,0,3,7,29,50,207,375,849,333,276
380,381,WALL·E,common,Andrew Stanton,2008,291256,"['Family', 'Animation', 'Science Fiction']",USA,4.12718192929931,506,1364,807,5048,4555,27761,31296,91334,46649,81936
382,383,Woman in the Dunes,common,Hiroshi Teshigahara,1964,12937,"['Drama', 'Thriller']",Japan,4.36584988791837,20,25,19,91,111,519,926,3290,3360,4576
385,386,The Bridge on the River Kwai,common,David Lean,1957,27001,"['Drama', 'War', 'History']",UK,4.12499537054183,19,44,57,269,381,1992,3564,9187,5787,5702
387,388,The Gleaners and I,common,Agnès Varda,2000,7604,['Documentary'],France,4.03537611783272,16,28,27,112,127,625,1171,2704,1385,1409
388,389,Network,common,Sidney Lumet,1976,44955,['Drama'],USA,4.16668891113336,41,98,114,528,789,3278,5347,13490,9726,11544
389,390,Mon Oncle,common,Jacques Tati,1958,11089,['Comedy'],France,3.98994499053116,11,52,46,230,265,1107,1713,3693,1906,2066
390,391,Nostalgia,common,Andrei Tarkovsky,1983,16138,"['Romance', 'Drama']",USSR,4.18775560788202,27,58,59,223,351,1062,1745,4544,3432,4637
391,392,Dont Look Back,common,D. A. Pennebaker,1967,6491,"['Documentary', 'Music']",USA,4.04937605915884,2,20,17,79,125,611,963,2274,1064,1336
392,393,The King of Comedy,common,Martin Scorsese,1982,68094,"['Comedy', 'Drama']",USA,4.14104032660734,27,103,100,462,740,4068,8929,24660,16362,12643
393,394,Army of Shadows,common,Jean-Pierre Melville,1969,12617,"['Drama', 'War', 'Thriller']",France,4.26428628041531,10,24,18,113,186,704,1227,3505,3052,3779
395,396,The Celebration,common,Thomas Vinterberg,1998,15859,['Drama'],Denmark,4.09007503625702,29,63,64,189,272,1022,2084,5534,3746,2856
397,398,The White Ribbon,common,Michael Haneke,2009,23691,"['Mystery', 'Drama']",Austria,4.06504579798236,53,121,76,426,520,1878,3104,7600,5153,4761
400,401,All That Heaven Allows,common,Douglas Sirk,1955,12109,"['Romance', 'Drama']",USA,4.00681311421257,10,43,44,194,327,1283,1877,3769,2211,2351
401,402,Butch Cassidy and the Sundance Kid,common,George Roy Hill,1969,41378,"['Drama', 'Crime', 'Western']",USA,4.02100149838078,19,66,85,499,824,3937,6670,14751,7350,7177
402,403,Ivan's Childhood,common,Andrei Tarkovsky,1962,23176,"['War', 'Drama']",Russian Federation,4.10869002416293,13,39,38,188,307,1444,3391,8423,5161,4172
403,404,Yojimbo,common,Akira Kurosawa,1961,36304,"['Drama', 'Thriller']",Japan,4.24356820185104,10,32,29,155,315,1741,3771,12475,8672,9107
404,405,The Double Life of Véronique,common,Krzysztof Kieślowski,1991,25288,"['Drama', 'Thriller']",France,4.09099177475482,40,112,101,432,618,2119,3347,7457,4908,6155
408,409,Landscape in the Mist,common,Theo Angelopoulos,1988,5809,['Drama'],France,4.23016009640214,13,20,40,72,120,327,565,1541,1270,1841
410,411,Raise the Red Lantern,common,Zhang Yimou,1991,10553,['Drama'],China,4.19198332227802,6,24,12,85,125,612,1226,3477,2519,2468
412,413,Fitzcarraldo,common,Werner Herzog,1982,17881,"['Adventure', 'Drama']",Germany,4.07152843800682,36,54,69,248,378,1501,2430,5827,3639,3699
414,415,In a Year with 13 Moons,common,Rainer Werner Fassbinder,1978,2772,['Drama'],Germany,4.02435064935065,5,13,19,49,87,276,412,775,518,619
415,416,Taste of Cherry,common,Abbas Kiarostami,1997,17887,['Drama'],France,4.12872477218091,30,72,86,270,376,1234,2245,5388,3774,4412
417,418,Charulata,common,Satyajit Ray,1964,2979,"['Drama', 'Romance']",India,4.13309835515274,2,6,6,43,58,177,378,1007,653,649
418,419,Life of Brian,common,Terry Jones,1979,89970,['Comedy'],UK,3.95451817272424,208,480,376,1667,2333,9880,14638,30237,14205,15946
420,421,Punch-Drunk Love,common,Paul Thomas Anderson,2002,110908,"['Drama', 'Comedy', 'Romance']",USA,3.95019295271757,327,886,603,2711,3115,11550,17156,35004,19115,20443
422,423,Opening Night,common,John Cassavetes,1977,9332,['Drama'],USA,4.16909558508358,7,24,18,124,158,588,1135,2806,2224,2248
423,424,Day for Night,common,François Truffaut,1973,12991,"['Drama', 'Comedy']",France,4.11126934031252,17,34,29,142,220,959,1780,4297,2741,2772
425,426,The Sorrow and the Pity,common,Marcel Ophüls,1969,1047,"['War', 'Documentary', 'History']",France,4.09789875835721,5,2,6,5,17,96,122,352,217,225
427,428,The Long Goodbye,common,Robert Altman,1973,21861,"['Crime', 'Drama', 'Thriller', 'Mystery']",USA,4.09173871277618,27,52,68,298,462,1706,3114,6918,4476,4740
429,430,Halloween,common,John Carpenter,1978,143491,"['Thriller', 'Horror']",USA,3.96415454627816,244,845,710,3583,4327,18668,20954,42579,17518,34063
433,434,Scenes from a Marriage,common,Ingmar Bergman,1974,11353,"['Romance', 'Drama']",Sweden,4.32383510966264,20,24,27,105,140,506,901,3020,2695,3915
435,436,The Hustler,common,Robert Rossen,1961,15004,['Drama'],USA,4.00233271127699,13,30,23,184,298,1397,2463,5602,2645,2349
439,440,The Shawshank Redemption,common,Frank Darabont,1994,287729,"['Drama', 'Crime']",USA,4.43846987964369,281,538,440,1994,2191,13163,17566,66289,52377,132890
441,442,A Moment of Innocence,common,Mohsen Makhmalbaf,1996,4860,['Drama'],Iran,4.18168724279835,12,16,18,58,89,312,580,1315,1191,1270
446,447,The Cameraman,common,Buster Keaton,1928,5712,"['Comedy', 'Drama', 'Romance', 'Family']",USA,4.02319677871148,0,10,12,50,125,474,1057,1986,1021,976
449,450,Naked,common,Mike Leigh,1993,19760,"['Comedy', 'Drama']",UK,4.07884615384615,65,139,119,382,505,1512,2475,5686,4212,4665
450,451,Out 1,common,Jacques Rivette,1971,1701,"['Drama', 'Mystery']",France,4.11757789535567,14,18,22,54,58,107,187,336,293,611
451,452,Hoop Dreams,common,Steve James,1994,16729,['Documentary'],USA,4.29227688445215,15,31,28,119,172,1022,1478,4718,3568,5578
456,457,All the President's Men,common,Alan J. Pakula,1976,42024,"['History', 'Drama', 'Mystery', 'Thriller']",USA,4.09011517228251,19,66,64,342,607,3371,6024,15185,8314,8032
457,458,Fight Club,common,David Fincher,1999,422353,['Drama'],Germany,4.25930560455354,671,1595,971,5883,5279,31025,34383,119956,71279,151317
459,460,All That Jazz,common,Bob Fosse,1979,18911,['Drama'],USA,4.17209560573211,27,72,82,297,425,1451,2157,4915,3908,5577
461,462,The Cranes Are Flying,common,Mikhail Kalatozov,1957,8213,"['Drama', 'Romance', 'War']",Russian Federation,4.27943504200657,2,13,7,58,91,396,841,2306,2143,2356
466,467,Shadows of Forgotten Ancestors,common,Sergei Parajanov,1965,3015,"['Romance', 'Drama', 'Music']",USSR,3.99253731343284,10,11,14,69,89,305,447,901,577,592
467,468,Pyaasa,common,Guru Dutt,1957,1625,"['Romance', 'Drama']",India,4.17753846153846,4,1,5,27,29,129,164,482,325,460
468,469,Dersu Uzala,common,Akira Kurosawa,1975,6275,"['Action', 'Drama', 'Adventure']",Japan,4.1199203187251,4,15,14,71,106,477,858,2005,1343,1382
471,472,Safe,common,Todd Haynes,1995,17752,['Drama'],UK,3.96884858044164,29,86,86,388,530,1783,2849,5513,3376,3112
473,474,The Tree of Wooden Clogs,common,Ermanno Olmi,1978,2172,"['Drama', 'History']",Italy,4.01588397790055,7,17,13,55,69,194,293,617,431,477
474,475,Oldboy,common,Park Chan-wook,2003,163330,"['Drama', 'Action', 'Mystery', 'Thriller']",South Korea,4.30117859548154,349,562,396,1761,1959,8392,13482,43413,36697,56322
476,477,Limite,common,Mário Peixoto,1931,2521,"['Adventure', 'Drama']",Brazil,3.94763982546608,14,35,20,76,107,309,318,611,357,674
477,478,Vagabond,common,Agnès Varda,1985,11901,['Drama'],France,4.03222418284178,8,29,32,123,242,1010,1859,4407,2128,2063
480,481,The Wind,common,Victor Sjöström,1928,2864,"['Western', 'Romance', 'Drama']",USA,4.01990223463687,8,8,9,29,69,260,447,955,605,474
481,482,Laura,common,Otto Preminger,1944,16348,"['Drama', 'Mystery']",USA,3.97073036457059,11,23,31,199,324,1656,2940,6088,2719,2357
490,491,Toy Story,common,John Lasseter,1995,292246,"['Animation', 'Comedy', 'Family']",USA,4.20208317650199,262,781,443,3247,3281,25924,28467,93938,41809,94094
492,493,Boogie Nights,common,Paul Thomas Anderson,1997,109169,['Drama'],USA,4.16274308640731,137,365,266,1467,1600,8240,12093,33592,23575,27835
493,494,The Lives of Others,common,Florian Henckel von Donnersmarck,2006,44723,"['Thriller', 'Drama']",Germany,4.13072691903495,49,102,109,445,735,2771,5733,15253,10599,8927
495,496,Short Cuts,common,Robert Altman,1993,13005,"['Comedy', 'Drama']",USA,3.99577085736255,22,50,42,246,350,1310,1955,4211,2485,2335
496,497,Koyaanisqatsi,common,Godfrey Reggio,1982,19306,['Documentary'],USA,4.16145239821817,48,120,84,286,341,1501,2060,5688,3417,5761
497,498,Strangers on a Train,common,Alfred Hitchcock,1951,37538,"['Crime', 'Thriller']",USA,3.98562789706431,13,43,70,323,678,3541,6761,14441,6547,5121
498,499,The Wind Will Carry Us,common,Abbas Kiarostami,1999,5684,['Drama'],Iran,3.98645320197044,11,25,22,112,155,541,900,1897,964,1057
500,501,12 Angry Men,common,Sidney Lumet,1957,149630,['Drama'],USA,4.52391565862461,82,192,98,616,689,4510,7060,30719,31724,73941
504,505,Kagemusha,common,Akira Kurosawa,1980,10999,"['Drama', 'War', 'History', 'Action']",Japan,4.07005182289299,3,19,20,96,194,911,1571,3969,2297,1919
505,506,Die Hard,common,John McTiernan,1988,171216,"['Action', 'Thriller']",USA,4.11142066162041,158,489,343,2312,2682,16680,21385,55999,26428,44744
506,507,Winter Light,common,Ingmar Bergman,1963,16991,['Drama'],Sweden,4.17335648284386,18,33,36,184,249,1123,2147,5227,3677,4297
507,508,No Country for Old Men,common,Joel Coen,2007,260827,"['Drama', 'Thriller', 'Crime']",USA,4.27378875653211,325,912,496,3210,2845,15718,21722,74488,54639,86472
511,512,"Steamboat Bill, Jr.",common,Buster Keaton,1928,8340,"['Romance', 'Action', 'Drama', 'Comedy', 'Family']",USA,3.96031175059952,6,8,11,80,196,848,1625,3058,1304,1204
513,514,Gimme Shelter,common,Albert Maysles,1970,8423,"['Documentary', 'Music']",USA,4.0240413154458,9,22,25,102,156,795,1325,3028,1426,1537
514,515,Early Summer,common,Yasujirō Ozu,1951,5231,['Drama'],Japan,4.19632957369528,2,5,8,40,66,307,626,1691,1236,1250
516,517,Pan's Labyrinth,common,Guillermo del Toro,2006,201757,"['Fantasy', 'War', 'Drama']",Mexico,4.15970201777386,327,896,576,3249,3338,16428,21880,60448,36497,58118
518,519,Forrest Gump,common,Robert Zemeckis,1994,343213,"['Romance', 'Comedy', 'Drama']",USA,4.10342702636555,1317,2806,1735,7897,7300,33910,34734,98189,48883,106442
520,521,The Big Heat,common,Fritz Lang,1953,11942,"['Crime', 'Drama']",USA,3.99974878579802,9,12,11,109,182,1064,2068,4679,2284,1527
521,522,Farewell My Concubine,common,Chen Kaige,1993,7281,['Drama'],China,4.14084603763219,7,22,26,111,156,590,883,2117,1401,1968
522,523,Limelight,common,Charlie Chaplin,1952,5714,"['Drama', 'Romance', 'Music']",USA,3.99877493874694,10,12,18,98,163,570,863,1910,1048,1023
523,524,The Bitter Tears of Petra von Kant,common,Rainer Werner Fassbinder,1972,8081,['Drama'],Germany,4.08742729860166,9,28,41,150,179,645,1026,2525,1654,1824
524,525,Barton Fink,common,Joel Coen,1991,46120,"['Drama', 'Comedy']",UK,3.98225281873374,46,142,135,724,1010,4509,7655,16313,8361,7225
525,526,The Royal Tenenbaums,common,Wes Anderson,2001,139103,"['Drama', 'Comedy']",USA,4.0358044039309,244,741,509,2649,2944,13415,19614,45450,22542,30995
528,529,Amélie,common,Jean-Pierre Jeunet,2001,178517,"['Romance', 'Comedy']",France,4.07600676686254,684,1445,889,4054,4010,17162,20470,52671,26194,50939
530,531,Terminator 2: Judgment Day,common,James Cameron,1991,160880,"['Science Fiction', 'Thriller', 'Action']",USA,4.2082452759821,158,399,285,2108,2227,12756,16305,46803,30958,48895
532,533,Hannah and Her Sisters,common,Woody Allen,1986,23543,"['Drama', 'Comedy']",USA,3.96344985770717,38,86,76,375,585,2533,3959,8019,4023,3849
534,535,Marketa Lazarová,common,František Vláčil,1967,4477,"['History', 'Drama']",Czechoslovakia,4.20259102077284,10,16,18,75,105,289,496,1128,921,1419
535,536,Colossal Youth,common,Pedro Costa,2006,1730,['Drama'],Portugal,4.00173410404624,6,21,16,64,64,156,208,439,290,466
537,538,Faust,common,F.W. Murnau,1926,6854,"['Fantasy', 'Horror', 'Drama']",Germany,4.06594689232565,4,16,28,82,162,595,964,2234,1402,1367
539,540,The Servant,common,Joseph Losey,1963,6671,['Drama'],UK,4.04264727926848,7,15,13,76,133,548,981,2403,1437,1058
540,541,Se7en,common,David Fincher,1995,315887,"['Thriller', 'Crime', 'Mystery']",USA,4.25678802863049,225,640,422,2398,2884,18876,29364,100519,66011,94549
550,551,Alice in the Cities,common,Wim Wenders,1974,7480,['Drama'],Germany,4.04839572192513,4,10,11,68,126,565,1162,2880,1499,1155
552,553,The Lovers on the Bridge,common,Leos Carax,1991,7959,"['Romance', 'Drama']",France,4.06187963311974,6,28,30,126,161,620,1153,2656,1633,1546
554,555,Evil Dead II,common,Sam Raimi,1987,69834,"['Fantasy', 'Comedy', 'Horror']",USA,4.02042701262995,148,397,356,1528,1800,7267,9836,21043,10985,16474
555,556,Being There,common,Hal Ashby,1979,18108,"['Drama', 'Comedy']",Germany,3.99259995582063,26,63,87,346,484,1845,2733,5925,3212,3387
556,557,Secrets & Lies,common,Mike Leigh,1996,10902,['Drama'],UK,4.11580443955238,16,21,30,142,187,779,1409,3578,2471,2269
557,558,In Vanda's Room,common,Pedro Costa,2000,1729,['Drama'],Portugal,4.09861191440139,10,16,16,42,62,140,179,396,336,532
561,562,Casino,common,Martin Scorsese,1995,96487,['Crime'],France,4.06483775016323,61,199,197,1169,1590,8081,13549,34838,19391,17418
562,563,La Belle Noiseuse,common,Jacques Rivette,1991,3923,['Drama'],France,4.16365026765231,10,17,15,72,89,268,467,1016,849,1120
565,566,The Killing,common,Stanley Kubrick,1956,32239,"['Thriller', 'Drama', 'Crime']",USA,3.94688110673408,17,36,61,277,607,3006,6180,13152,5470,3433
566,567,Trainspotting,common,Danny Boyle,1996,173125,"['Crime', 'Drama']",UK,4.10036967509025,237,638,470,2401,2726,14476,21797,59389,30861,40130
567,568,Scarface,common,Brian De Palma,1983,141319,"['Thriller', 'Action', 'Drama', 'Crime']",USA,4.00574586573638,215,643,583,2985,3548,14862,19740,46326,22924,29497
570,571,Tale of Tales,common,Yuri Norstein,1979,2109,"['Animation', 'Fantasy']",Russian Federation,4.02038880986249,2,9,6,36,52,223,327,643,355,455
572,573,"4 Months, 3 Weeks and 2 Days",common,Cristian Mungiu,2007,15738,['Drama'],Belgium,4.09947261405515,33,50,60,169,283,1050,2041,5408,3660,2984
573,574,That Obscure Object of Desire,common,Luis Buñuel,1977,8430,"['Comedy', 'Drama', 'Romance']",France,3.95379596678529,10,24,47,127,206,865,1464,2961,1482,1246
574,575,The Manchurian Candidate,common,John Frankenheimer,1962,14346,"['Drama', 'Thriller']",USA,3.96326502160881,10,40,38,217,344,1535,2398,5062,2590,2112
575,576,Fireworks,common,Takeshi Kitano,1997,12565,"['Crime', 'Drama']",Japan,4.02379625945086,11,31,54,174,340,1154,1892,4240,2291,2378
578,579,Harlan County U.S.A.,common,Barbara Kopple,1976,4994,['Documentary'],USA,4.27162595114137,5,7,6,29,52,271,496,1515,1096,1517
579,580,"Life, and Nothing More...",common,Abbas Kiarostami,1992,5229,['Drama'],Iran,4.16092943201377,3,7,12,34,70,323,654,1789,1222,1115
580,581,Aparajito,common,Satyajit Ray,1956,6436,['Drama'],India,4.21325357364823,4,7,8,37,66,365,754,2040,1625,1530
581,582,Down by Law,common,Jim Jarmusch,1986,19113,"['Comedy', 'Crime', 'Drama']",Germany,3.9829435462774,21,43,52,260,424,1741,3378,6977,3249,2968
583,584,Rocky,common,John G. Avildsen,1976,111228,['Drama'],USA,4.00854551012335,137,382,299,1784,2181,12349,16576,38857,15736,22928
587,588,Full Metal Jacket,common,Stanley Kubrick,1987,161835,"['Drama', 'War']",UK,4.12185559366021,109,323,240,1518,2184,12134,20364,57819,33690,33454
589,590,Children of Men,common,Alfonso Cuarón,2006,165332,"['Action', 'Thriller', 'Science Fiction', 'Drama']",UK,4.21231824450197,195,498,389,2183,2448,11739,17047,46699,35213,48926
592,593,Zodiac,common,David Fincher,2007,241645,"['Mystery', 'Thriller', 'Drama', 'Crime']",USA,3.99457468600633,254,819,652,4137,4809,26387,36617,84000,40264,43708
594,595,The Devils,common,Ken Russell,1971,12131,"['History', 'Drama']",UK,4.14223889209463,34,54,62,198,250,871,1452,3368,2625,3217
597,598,Before Sunset,common,Richard Linklater,2004,101170,"['Romance', 'Drama']",USA,4.29044183058219,150,350,259,1047,1219,6126,9141,26605,20095,36178
603,604,The Dark Knight,common,Christopher Nolan,2008,486446,"['Action', 'Crime', 'Thriller', 'Drama']",UK,4.42630939508188,553,1187,633,4025,3830,24547,27414,115314,84877,224066
604,605,Young Frankenstein,common,Mel Brooks,1974,52096,['Comedy'],USA,4.01402218980344,55,181,188,915,1297,5571,7865,16929,7760,11335
609,610,Le Cercle Rouge,common,Jean-Pierre Melville,1970,12057,"['Crime', 'Thriller']",France,4.09405324707639,5,26,24,110,183,795,1682,4414,2796,2022
610,611,Possession,common,Andrzej Żuławski,1981,33470,['Horror'],Germany,4.10953092321482,172,249,235,744,867,2467,3685,9121,6459,9471
611,612,The Ascent,common,Larisa Shepitko,1977,6610,"['War', 'Drama']",Russian Federation,4.2643721633888,2,7,11,50,100,305,662,1943,1682,1848
619,620,Amour,common,Michael Haneke,2012,41545,"['Romance', 'Drama']",France,4.09476471296185,109,260,171,695,917,3146,4926,13126,8589,9606
625,626,The Testament of Dr. Mabuse,common,Fritz Lang,1933,4745,"['Drama', 'Thriller', 'Crime', 'Horror']",Germany,4.00379346680716,3,9,11,62,97,455,767,1715,880,747
626,627,Diabolique,common,Henri-Georges Clouzot,1955,21135,"['Horror', 'Thriller', 'Drama']",France,4.08774544594275,8,28,39,174,319,1526,2950,7899,4601,3591
628,629,Mad Max: Fury Road,common,George Miller,2015,403313,"['Science Fiction', 'Action', 'Adventure']",Australia,4.17868008221902,992,3130,1405,8666,6372,35541,34203,111862,66342,134800
629,630,White Heat,common,Raoul Walsh,1949,8020,"['Crime', 'Thriller', 'Drama']",USA,4.02044887780549,5,13,12,83,139,692,1254,3120,1516,1186
630,631,El sur,common,Víctor Erice,1983,3985,['Drama'],Spain,4.10953575909661,3,10,15,49,78,278,568,1228,929,827
634,635,Twenty Years Later,common,Eduardo Coutinho,1984,3148,['Documentary'],Brazil,4.55702033036849,1,6,4,29,18,101,145,549,503,1792
636,637,The Marriage of Maria Braun,common,Rainer Werner Fassbinder,1979,7292,['Drama'],Germany,4.00123422929238,15,20,19,99,171,657,1193,2552,1378,1188
640,641,A Streetcar Named Desire,common,Elia Kazan,1951,30911,['Drama'],USA,3.96703438905244,39,128,117,544,794,3331,4912,10739,4894,5413
641,642,Memento,common,Christopher Nolan,2000,241034,"['Thriller', 'Mystery']",USA,4.12814374735514,267,807,652,3185,3378,19623,27501,81388,47110,57124
643,644,La Haine,common,Mathieu Kassovitz,1995,60867,['Drama'],France,4.31244352440567,44,111,96,417,604,2797,5436,17227,14271,19864
644,645,Antonio das Mortes,common,Glauber Rocha,1969,1804,"['Western', 'Drama']",Brazil,3.98337028824834,9,14,14,53,74,171,226,509,309,425
647,648,After Life,common,Hirokazu Kore-eda,1998,7297,"['Drama', 'Fantasy']",Japan,4.00205563930382,8,30,16,140,196,710,1206,2263,1346,1383
648,649,Syndromes and a Century,common,Apichatpong Weerasethakul,2006,4583,"['Drama', 'Romance']",Thailand,3.96628845734235,8,34,27,84,157,482,707,1381,842,861
650,651,Big Deal on Madonna Street,common,Mario Monicelli,1958,3323,"['Comedy', 'Crime']",Italy,4.00481492627144,2,3,2,29,71,299,600,1234,585,500
653,654,The Great Escape,common,John Sturges,1963,29877,"['Thriller', 'History', 'Drama', 'War', 'Adventure']",USA,4.02928674231014,18,46,64,327,525,2693,4861,10950,5184,5209
654,655,Y Tu Mamá También,common,Alfonso Cuarón,2001,54839,"['Drama', 'Romance']",Mexico,4.07061580262222,103,205,194,865,1134,4853,7322,17442,10886,11835
655,656,Monty Python and the Holy Grail,common,Terry Gilliam,1975,136094,"['Adventure', 'Comedy', 'Fantasy']",UK,4.09845400972857,346,680,494,2227,2556,11830,16866,43210,22898,34987
656,657,"Synecdoche, New York",common,Charlie Kaufman,2008,69387,['Drama'],USA,4.12876331301252,339,601,516,1771,2026,5581,7282,15996,12516,22759
671,672,Dancer in the Dark,common,Lars von Trier,2000,38002,"['Crime', 'Drama']",Argentina,4.06523340876796,237,352,301,894,1022,2997,4256,10641,7458,9842
672,673,Rebecca,common,Alfred Hitchcock,1940,33383,"['Thriller', 'Mystery', 'Drama']",USA,4.06146841206602,27,54,73,359,590,2890,4844,11766,6758,6023
679,680,Let the Right One In,common,Tomas Alfredson,2008,63892,"['Drama', 'Horror']",Sweden,4.02224065610718,113,232,209,1000,1310,5708,9202,23009,11610,11500
681,682,The Virgin Spring,common,Ingmar Bergman,1960,14759,"['Thriller', 'Drama', 'Crime']",Sweden,4.04763195338438,10,21,26,156,245,1288,2288,5331,2823,2570
683,684,Harakiri,common,Masaki Kobayashi,1962,23311,"['History', 'Drama', 'Action']",Japan,4.54645875337823,15,22,19,73,100,535,1058,4240,5969,11280
687,688,Mr. Smith Goes to Washington,common,Frank Capra,1939,19641,"['Drama', 'Comedy']",USA,4.01611425080189,18,53,46,271,430,1898,3177,6624,3594,3530
692,693,Saving Private Ryan,common,Steven Spielberg,1998,194010,"['War', 'History', 'Drama']",USA,4.16396319777331,260,651,500,2593,2984,15440,20866,60323,37869,52524
697,698,L.A. Confidential,common,Curtis Hanson,1997,73791,"['Crime', 'Thriller']",USA,4.00018972503422,68,216,225,1064,1498,7226,11500,26291,13869,11843
698,699,The Piano Teacher,common,Michael Haneke,2001,30569,"['Drama', 'Romance']",Germany,4.03200955216069,96,208,139,639,714,2562,4014,9871,6244,6082
699,700,The Circus,common,Charlie Chaplin,1928,10686,"['Comedy', 'Romance']",USA,3.99064196144488,7,7,8,88,174,933,2026,4266,1657,1520
705,706,Once Upon a Time in Anatolia,common,Nuri Bilge Ceylan,2011,13061,"['Crime', 'Drama']",Bosnia and Herzegovina,4.12188959497741,26,55,56,232,314,972,1576,3718,2868,3245
706,707,Vive L'Amour,common,Tsai Ming-liang,1994,4407,['Drama'],Taiwan,4.06251418198321,8,14,19,76,125,340,610,1355,965,895
707,708,Edvard Munch,common,Peter Watkins,1974,1872,"['TV Movie', 'Drama', 'Mystery', 'History']",Norway,4.28766025641026,3,5,7,26,40,105,155,450,420,662
708,709,Rififi,common,Jules Dassin,1955,14231,"['Drama', 'Action', 'Crime']",France,4.1824889326119,6,17,19,90,165,764,1778,4818,3574,3002
709,710,Requiem for a Dream,common,Darren Aronofsky,2000,172035,"['Crime', 'Drama', 'Thriller']",USA,4.04023018571802,761,1487,954,3952,3763,15700,20372,54386,29640,41025
720,721,The Emperor's Naked Army Marches On,common,Kazuo Hara,1987,1729,['Documentary'],Japan,4.27993059572007,1,4,4,7,19,83,162,545,396,510
721,722,The Killer,common,John Woo,1989,14769,"['Drama', 'Thriller', 'Action', 'Crime']",Hong Kong,3.99123163382761,8,39,51,236,361,1462,2365,5204,2484,2559
722,723,A Short Film About Killing,common,Krzysztof Kieślowski,1988,8909,"['Crime', 'Drama']",Poland,4.02609720507352,9,34,29,113,159,689,1421,3303,1709,1444
728,729,The Lord of the Rings: The Fellowship of the Ring,common,Peter Jackson,2001,316182,"['Action', 'Fantasy', 'Adventure']",New Zealand,4.29837245637006,582,1692,671,4559,3609,22767,23079,82001,50537,126688
731,732,All Quiet on the Western Front,common,Lewis Milestone,1930,12566,"['Drama', 'War']",USA,3.99888588254019,16,37,52,204,285,1271,1863,4379,2286,2174
732,733,Ace in the Hole,common,Billy Wilder,1951,16222,['Drama'],USA,4.16995438293675,5,18,17,118,164,989,2008,5532,4090,3285
736,737,Akira,common,Katsuhiro Otomo,1988,107867,"['Science Fiction', 'Action', 'Animation']",Japan,4.17891941001418,129,354,346,1440,2064,8085,12269,30874,20865,31441
740,741,Blow Out,common,Brian De Palma,1981,36133,"['Thriller', 'Mystery', 'Crime']",USA,3.99950184042288,30,99,118,519,845,3512,6215,11846,6700,6250
744,745,We All Loved Each Other So Much,common,Ettore Scola,1974,2369,"['Comedy', 'Drama']",Italy,4.19966230476994,1,9,5,24,42,158,261,698,511,660
749,750,Z,common,Costa-Gavras,1969,8755,"['Thriller', 'Drama', 'History']",Algeria,4.18446601941748,9,27,21,76,134,561,1014,2673,2088,2153
753,754,The Long Day Closes,common,Terence Davies,1992,4288,['Drama'],UK,4.00431436567164,13,41,35,113,144,451,551,1108,778,1054
757,758,The Red Balloon,common,Albert Lamorisse,1956,12443,"['Drama', 'Fantasy', 'Family']",France,4.03439684963433,14,66,28,153,269,1215,1811,4324,1976,2587
759,760,Crumb,common,Terry Zwigoff,1994,11321,['Documentary'],USA,4.07874746047169,18,33,45,130,186,1008,1556,3803,2112,2431
770,771,Cool Hand Luke,common,Stuart Rosenberg,1967,28399,"['Crime', 'Drama']",USA,4.0704602274728,15,53,53,303,481,2353,4225,10079,5408,5430
781,782,Abraham's Valley,common,Manoel de Oliveira,1993,829,['Drama'],Portugal,4.02895054282268,1,6,10,27,19,76,108,224,160,199
784,785,American Beauty,common,Sam Mendes,1999,224741,['Drama'],USA,4.00645409604834,828,1898,1160,5666,5293,24245,26648,71058,36324,51621
790,791,The Princess Bride,common,Rob Reiner,1987,132812,"['Romance', 'Family', 'Fantasy', 'Adventure', 'Comedy']",USA,4.05468255880493,333,802,527,2648,3141,13648,18209,39434,18317,35753
795,796,The Red Light Bandit,common,Rogério Sganzerla,1968,2168,"['Action', 'Crime', 'Comedy', 'Thriller', 'Drama']",Brazil,4.09893911439114,9,12,27,62,74,173,216,555,349,691
